Object ID,Object Name,Primary Object Type,Secondary Object Type,Max Potential Damage: Structure,Max Potential Damage: Content,Ground Elevation,X Coordinate,Y Coordinate,Aggregation Label: Census Block,Ground Floor Height,Extraction Method,Damage Function: Structure,Damage Function: Content,geometry,Zoning_map,Land_use_map
573860254,573860254,RES,RES1-2SNB,299329.531,149664.765,3.52710223,-79.94081369,32.77419362,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.94081369 32.77419362),STR,Neighborhood
573860256,573860256,RES,RES1-3SNB,371672.368,185836.184,3.384036998,-79.94051699,32.77422996,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.94051699 32.774229963),STR,Neighborhood
573860279,573860279,RES,RES1-3SNB,359767.592,179883.796,3.289164313,-79.94061347,32.77488656,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.94061347 32.774886557),STR,Neighborhood
573860296,573860296,RES,RES3A,305853.277,152926.638,3.529086314,-79.94066901,32.77534525,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.94066901 32.775345254),STR,Neighborhood
574268589,574268589,RES,RES1-1SNB,395907.696,197953.848,6.218381093,-79.93506524,32.77028513,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.93506524 32.770285125),SR-3,Neighborhood
574268676,574268676,RES,RES1-3SWB,702623.877,351311.938,5.864690483,-79.93479209,32.7708823,450000000000000.0,1,centroid,RES1-3SWB,RES1-3SWB,POINT (-79.93479209 32.770882299),SR-3,Neighborhood
574268686,574268686,RES,RES1-2SNB,310738.503,155369.251,5.235397608,-79.93507803,32.77137911,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93507803 32.771379107),SR-4,Neighborhood
574268704,574268704,RES,RES1-2SNB,178987.34,89493.67,4.909082114,-79.93433723,32.77186624,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93433723 32.771866244),SR-3,Neighborhood
574268738,574268738,RES,RES1-1SNB,304608.526,152304.263,5.962651345,-79.93767162,32.77401488,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.93767162 32.774014875),DR-1,Neighborhood
574268742,574268742,RES,RES1-2SNB,264717.257,132358.628,4.413784708,-79.93710509,32.7740727,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93710509 32.774072701),DR-1F,Neighborhood
574268752,574268752,RES,RES3A,310322.915,155161.457,7.756446538,-79.93596651,32.77422827,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.93596651 32.774228269),DR-1F,Neighborhood
574268759,574268759,COM,RES4,289786.985,144893.492,5.73762816,-79.9363641,32.77421999,450000000000000.0,1,centroid,RES4,RES4,POINT (-79.9363641 32.774219989),DR-1F,Neighborhood
574268761,574268761,RES,RES1-2SNB,409891.058,204945.529,7.971265753,-79.93575925,32.77425582,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93575925 32.774255824),DR-1F,Neighborhood
574268775,574268775,RES,RES1-1SNB,151483.316,75741.658,5.761330393,-79.93612078,32.77464475,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.93612078 32.774644753),DR-1F,Neighborhood
574268800,574268800,RES,RES3A,469136.262,234568.131,7.911812073,-79.93649777,32.77518597,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.93649777 32.775185967),DR-1F,Neighborhood
574268802,574268802,RES,RES3A,616152.747,308076.373,7.983692774,-79.93645231,32.77526449,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.93645231 32.775264486),DR-1F,Neighborhood
574268806,574268806,RES,RES1-2SNB,340019.953,170009.976,7.795788734,-79.93629706,32.77537191,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93629706 32.77537191),DR-1F,Neighborhood
574268814,574268814,RES,RES3A,546396.639,273198.319,7.246977776,-79.93590704,32.77573309,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.93590704 32.775733091),DR-1F,Neighborhood
574268905,574268905,RES,RES1-3SNB,379191.526,189595.763,6.553223884,-79.93611015,32.77137239,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.93611015 32.771372386),SR-2,Neighborhood
574268936,574268936,RES,RES1-3SNB,232824.109,116412.054,9.38792897,-79.93607679,32.7769394,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.93607679 32.776939396),DR-1F,Neighborhood
574268940,574268940,RES,RES1-2SNB,159276.595,79638.2979,9.110610921,-79.93647865,32.77695653,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93647865 32.776956527),DR-1F,Neighborhood
574268950,574268950,COM,COM8,770297.834,770297.834,7.148491658,-79.93731747,32.7772407,450000000000000.0,1,centroid,COM8,COM8,POINT (-79.93731747 32.777240698),DR-1F,Neighborhood
574268961,574268961,RES,RES1-2SNB,259449.99,129724.995,8.412423053,-79.93620043,32.77731871,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93620043 32.777318712),DR-1F,Neighborhood
574269143,574269143,RES,RES3A,494575.374,247287.687,3.931225254,-79.93872273,32.7740826,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.93872273 32.774082603),DR-1F,Neighborhood
574269149,574269149,RES,RES1-3SNB,369351.513,184675.756,4.609596533,-79.93852213,32.77430302,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.93852213 32.774303023),DR-1F,Neighborhood
574269155,574269155,RES,RES1-2SNB,308909.112,154454.556,6.047004436,-79.9377773,32.77446014,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.9377773 32.774460142),DR-1F,Neighborhood
574269159,574269159,RES,RES3A,587432.394,293716.197,6.426226485,-79.93770351,32.77455985,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.93770351 32.774559847),DR-1F,Neighborhood
574269182,574269182,RES,RES3A,540281.416,270140.708,6.652089767,-79.93787827,32.77493755,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.93787827 32.774937546),DR-1F,Neighborhood
574269184,574269184,RES,RES1-2SNB,473708.103,236854.051,7.363202926,-79.93740152,32.77491649,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93740152 32.774916492),DR-1F,Neighborhood
574269197,574269197,RES,RES1-2SNB,331459.832,165729.916,7.799398648,-79.93703665,32.77523107,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93703665 32.775231071),DR-1F,Neighborhood
574269210,574269210,RES,RES3A,271615.347,135807.673,7.333010279,-79.9367818,32.77554451,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.9367818 32.775544505),DR-1F,Neighborhood
574269214,574269214,RES,RES1-2SNB,323802.286,161901.143,7.857155707,-79.93662489,32.77560004,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93662489 32.775600043),DR-1F,Neighborhood
574269288,574269288,RES,RES1-1SNB,144497.644,72248.8223,5.41138502,-79.93819354,32.77742908,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.93819354 32.777429077),DR-1F,Neighborhood
574294751,574294751,RES,RES1-3SNB,432114.079,216057.039,6.503917857,-79.93616824,32.77057402,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.93616824 32.770574015),SR-2,Neighborhood
574294753,574294753,RES,RES3A,654286.937,327143.468,6.040759245,-79.93647511,32.770608,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.93647511 32.770608002),SR-2,Neighborhood
574294755,574294755,RES,RES3A,408321.154,204160.577,5.585875277,-79.93680363,32.77068681,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.93680363 32.770686806),SR-2,Neighborhood
574296075,574296075,RES,RES3A,495702.498,247851.249,5.225450593,-79.94008986,32.77169518,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.94008986 32.771695182),SR-2,Neighborhood
574296071,574296071,RES,RES1-2SNB,332472.625,166236.312,4.307099431,-79.94073507,32.77196991,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.94073507 32.771969909),SR-2,Neighborhood
574371853,574371853,RES,RES3B,432615.565,216307.782,4.855225561,-79.93650435,32.77235583,450000000000000.0,1,centroid,RES3B,RES3B,POINT (-79.93650435 32.772355831),DR-1,Neighborhood
574372038,574372038,RES,RES1-2SWB,360102.59,180051.295,3.757923962,-79.93967324,32.77278793,450000000000000.0,1,centroid,RES1-2SWB,RES1-2SWB,POINT (-79.93967324 32.772787928),STR,Neighborhood
574372056,574372056,RES,RES1-2SNB,426152.765,213076.382,4.577943102,-79.94027533,32.77271173,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.94027533 32.772711727),STR,Neighborhood
574372080,574372080,RES,RES1-3SWB,423026.16,211513.08,4.972216889,-79.94080978,32.7733054,450000000000000.0,1,centroid,RES1-3SWB,RES1-3SWB,POINT (-79.94080978 32.773305397),STR,Neighborhood
574371926,574371926,RES,RES1-2SNB,343577.638,171788.819,5.446939349,-79.93698483,32.77374141,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93698483 32.773741413),DR-1,Neighborhood
574372948,574372948,RES,RES1-3SNB,539734.559,269867.279,9.8097218,-79.93561315,32.77624759,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.93561315 32.776247585),DR-1F,Neighborhood
574372959,574372959,RES,RES1-1SNB,102722.928,51361.4642,9.54534625,-79.93542452,32.77644233,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.93542452 32.776442332),DR-1F,Neighborhood
574372963,574372963,RES,RES3A,590752.433,295376.216,9.283758508,-79.93493554,32.77665595,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.93493554 32.776655945),DR-1F,Neighborhood
574372964,574372964,RES,RES1-1SNB,139614.929,69807.4645,10.3261374,-79.93566118,32.77672724,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.93566118 32.776727236),DR-1F,Neighborhood
574372987,574372987,RES,RES1-2SNB,263091.87,131545.935,9.614400815,-79.9356845,32.77735098,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.9356845 32.77735098),DR-1F,Neighborhood
574409655,574409655,RES,RES1-1SNB,281909.574,140954.787,10.52530687,-79.93467942,32.7773606,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.93467942 32.777360598),DR-1F,Neighborhood
574409949,574409949,RES,RES3A,500028.078,250014.039,5.761965159,-79.93858876,32.77098139,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.93858876 32.770981389),SR-2,Neighborhood
574421846,574421846,RES,RES3A,394343.718,197171.859,4.689136274,-79.93888674,32.77109639,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.93888674 32.771096386),SR-2,Neighborhood
574421853,574421853,RES,RES3A,491728.238,245864.119,5.150070662,-79.93944399,32.77141659,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.93944399 32.771416594),SR-2,Neighborhood
574421857,574421857,RES,RES3A,470564.382,235282.191,5.103665863,-79.93864922,32.7714811,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.93864922 32.771481104),SR-2,Neighborhood
574421863,574421863,COM,COM4,38288.8468,38288.8468,4.658191528,-79.93882755,32.77152768,450000000000000.0,1,centroid,COM4,COM4,POINT (-79.93882755 32.771527681),SR-2,Neighborhood
574421867,574421867,RES,RES3A,452247.704,226123.852,4.769892748,-79.93908385,32.77169462,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.93908385 32.771694623),SR-2,Neighborhood
574431595,574431595,RES,RES1-2SNB,281628.918,140814.459,4.415500102,-79.94377195,32.77677503,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.94377195 32.776775025),STR,Neighborhood
574461049,574461049,PUB,REL1,253972.383,253972.383,8.142516473,-79.93530803,32.7748621,450000000000000.0,1,centroid,REL1,REL1,POINT (-79.93530803 32.774862095),DR-1F,Neighborhood
574486745,574486745,RES,RES1-1SNB,195419.325,97709.6625,7.857602351,-79.9427401,32.7774164,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.9427401 32.777416396),STR,Neighborhood
574486747,574486747,RES,RES1-1SNB,167706.934,83853.467,7.857602351,-79.9427401,32.7774164,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.9427401 32.777416396),STR,Neighborhood
574486760,574486760,RES,RES1-1SNB,204779.119,102389.559,7.857602351,-79.9427401,32.7774164,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.9427401 32.777416396),STR,Neighborhood
574486761,574486761,RES,RES1-1SNB,219154.801,109577.4,6.284586445,-79.94233945,32.77428307,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.94233945 32.774283067),DR-2,Neighborhood
574486799,574486799,RES,RES1-2SNB,189404.645,94702.3228,4.158101112,-79.93921764,32.77694944,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93921764 32.776949441),DR-1F,Neighborhood
574486810,574486810,RES,RES1-1SNB,114744.058,57372.0292,4.540018276,-79.93892571,32.77604927,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.93892571 32.776049265),DR-1F,Neighborhood
574486829,574486829,RES,RES1-2SNB,284925.828,142462.914,5.118598313,-79.94120829,32.77368697,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.94120829 32.773686968),STR,Neighborhood
574486834,574486834,RES,RES1-2SNB,230843.485,115421.742,3.876363948,-79.93911017,32.77463901,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93911017 32.774639014),STR,Neighborhood
574486841,574486841,RES,RES1-1SNB,218185.557,109092.778,4.036635524,-79.93842612,32.77393076,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.93842612 32.773930758),DR-1,Neighborhood
574486849,574486849,RES,RES1-1SNB,222538.021,111269.01,4.650837551,-79.9388671,32.77332928,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.9388671 32.773329276),STR,Neighborhood
574486866,574486866,RES,RES1-1SNB,151483.316,75741.658,5.233436599,-79.93622307,32.77462093,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.93622307 32.774620925),DR-1F,Neighborhood
574486867,574486867,RES,RES1-1SNB,151483.316,75741.658,5.233436599,-79.93622307,32.77462093,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.93622307 32.774620925),DR-1F,Neighborhood
574486870,574486870,RES,RES1-1SNB,163745.352,81872.6764,5.233436599,-79.93622307,32.77462093,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.93622307 32.774620925),DR-1F,Neighborhood
574486876,574486876,RES,RES1-2SNB,213279.307,106639.653,7.332670798,-79.93479539,32.77559636,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93479539 32.775596363),SR-4,Neighborhood
574486970,574486970,RES,RES1-1SNB,136424.55,68212.275,4.777656605,-79.93777386,32.77644532,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.93777386 32.776445317),DR-1F,Neighborhood
574487052,574487052,RES,RES1-1SNB,117805.077,58902.5385,10.10845607,-79.93516687,32.77710336,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.93516687 32.777103356),DR-1F,Neighborhood
574487068,574487068,RES,RES1-1SNB,139088.041,69544.0206,10.10845607,-79.93516687,32.77710336,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.93516687 32.777103356),DR-1F,Neighborhood
574487096,574487096,RES,RES1-2SNB,163842.493,81921.2467,7.903932057,-79.93595261,32.77621044,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93595261 32.776210444),DR-1F,Neighborhood
573807486,573807486,RES,RES1-1SNB,192526.456,96263.2284,6.295349308,-79.94624618,32.77709782,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.94624618 32.777097818),DR-1,Neighborhood
573868261,573868261,RES,RES1-2SWB,187155.075,93577.5376,6.085199125,-79.94563727,32.77734528,450000000000000.0,1,centroid,RES1-2SWB,RES1-2SWB,POINT (-79.94563727 32.777345281),DR-1,Neighborhood
574486726,574486726,RES,RES1-2SWB,178197.695,89098.8475,6.147279476,-79.94545498,32.77719628,450000000000000.0,1,centroid,RES1-2SWB,RES1-2SWB,POINT (-79.94545498 32.77719628),DR-1,Neighborhood
574486728,574486728,RES,RES1-2SWB,190696.558,95348.2792,6.455017407,-79.94562546,32.77712872,450000000000000.0,1,centroid,RES1-2SWB,RES1-2SWB,POINT (-79.94562546 32.77712872),DR-1,Neighborhood
574486731,574486731,RES,RES1-2SWB,168099.653,84049.8265,6.282764671,-79.94535006,32.77692266,450000000000000.0,1,centroid,RES1-2SWB,RES1-2SWB,POINT (-79.94535006 32.776922657),DR-1,Neighborhood
574486733,574486733,RES,RES1-2SWB,168099.653,84049.8265,5.907868652,-79.94576754,32.77675727,450000000000000.0,1,centroid,RES1-2SWB,RES1-2SWB,POINT (-79.94576754 32.776757269),DR-1,Neighborhood
573779329,573779329,RES,RES3A,400627.14,200313.57,8.307634642,-79.92831027,32.77337213,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.92831027 32.773372134),SR-5,Neighborhood
573779341,573779341,RES,RES3A,188982.225,94491.1127,8.087863236,-79.92817594,32.77360906,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.92817594 32.773609057),SR-5,Neighborhood
573779365,573779365,RES,RES1-3SNB,519053.749,259526.874,11.68560753,-79.92750038,32.77423357,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.92750038 32.774233574),SR-4,Neighborhood
573779367,573779367,RES,RES1-3SNB,475159.184,237579.592,12.14835939,-79.92875669,32.7742861,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.92875669 32.774286101),SR-4,Neighborhood
573779381,573779381,RES,RES1-3SNB,332044.938,166022.469,12.35614964,-79.92871575,32.77452131,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.92871575 32.774521312),SR-5,Neighborhood
573779398,573779398,RES,RES1-3SNB,377862.719,188931.359,12.29451984,-79.92745236,32.77476797,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.92745236 32.774767971),SR-5,Neighborhood
573779402,573779402,RES,RES3A,435104.759,217552.379,12.71745079,-79.92750067,32.77482147,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.92750067 32.774821471),SR-5,Neighborhood
573779407,573779407,RES,RES3A,632268.532,316134.266,11.8758676,-79.92841286,32.77486959,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.92841286 32.774869589),SR-5,Neighborhood
573782598,573782598,RES,RES1-3SNB,369818.088,184909.044,5.580713843,-79.92988988,32.7731489,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.92988988 32.7731489),SR-4,Neighborhood
573782409,573782409,RES,RES1-2SNB,336166.495,168083.247,6.118012187,-79.92854191,32.77226441,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.92854191 32.77226441),SR-4,Neighborhood
573782411,573782411,RES,RES1-2SNB,260117.115,130058.557,8.76457544,-79.92935025,32.77216602,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.92935025 32.772166019),SR-4,Neighborhood
573782427,573782427,RES,RES1-1SNB,408577.493,204288.746,5.722773149,-79.92797887,32.7723546,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.92797887 32.772354604),SR-3,Neighborhood
573782514,573782514,RES,RES1-2SNB,315461.422,157730.711,12.73927063,-79.92882508,32.7751588,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.92882508 32.775158799),SR-5,Neighborhood
573782524,573782524,RES,RES1-2SNB,315674.72,157837.36,12.20305956,-79.92840181,32.77513939,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.92840181 32.775139393),SR-5,Neighborhood
573782536,573782536,RES,RES3A,348334.931,174167.465,12.07944875,-79.92838664,32.77558721,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.92838664 32.775587207),SR-5,Neighborhood
573782544,573782544,RES,RES3A,447913.95,223956.975,12.50130964,-79.9285131,32.77578886,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.9285131 32.775788861),SR-5,Neighborhood
573782558,573782558,RES,RES1-3SNB,460226.169,230113.084,8.39502976,-79.92957264,32.77214576,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.92957264 32.772145758),SR-4,Neighborhood
573782566,573782566,RES,RES3A,430956.384,215478.192,8.874447455,-79.92964998,32.77232834,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.92964998 32.772328339),SR-4,Neighborhood
573782588,573782588,RES,RES1-3SWB,466695.29,233347.645,6.465873353,-79.92960379,32.77299475,450000000000000.0,1,centroid,RES1-3SWB,RES1-3SWB,POINT (-79.92960379 32.772994753),SR-4,Neighborhood
573782592,573782592,RES,RES1-2SNB,419230.574,209615.287,5.407809133,-79.92951177,32.77312671,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.92951177 32.773126709),SR-4,Neighborhood
573783166,573783166,RES,RES1-2SNB,296290.608,148145.304,9.99441329,-79.93012658,32.77438751,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93012658 32.774387509),SR-5,Neighborhood
573783171,573783171,RES,RES1-2SNB,644304.445,322152.222,11.77808469,-79.92939164,32.77442748,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.92939164 32.774427484),SR-4,Neighborhood
573783173,573783173,RES,RES1-2SNB,259280.726,129640.363,10.40391207,-79.92998159,32.77441979,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.92998159 32.774419791),SR-5,Neighborhood
573783183,573783183,RES,RES1-3SWB,566939.737,283469.868,10.31230474,-79.93062888,32.77457112,450000000000000.0,1,centroid,RES1-3SWB,RES1-3SWB,POINT (-79.93062888 32.774571123),SR-5,Neighborhood
573783429,573783429,RES,RES1-3SNB,482789.36,241394.68,6.56815125,-79.92964276,32.77112919,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.92964276 32.771129193),SR-4,Neighborhood
573783431,573783431,RES,RES1-3SNB,602754.311,301377.155,7.581556962,-79.93011819,32.77123715,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.93011819 32.771237151),SR-3,Neighborhood
573785441,573785441,COM,COM4,1026368.62,1026368.62,12.07234469,-79.93185223,32.77654542,450000000000000.0,1,centroid,COM4,COM4,POINT (-79.93185223 32.776545415),LB,City Centers
573785643,573785643,RES,RES1-3SNB,455941.426,227970.713,8.043945093,-79.93212031,32.77306862,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.93212031 32.773068617),SR-4,Neighborhood
573785657,573785657,RES,RES3A,508062.425,254031.212,7.741156617,-79.93091969,32.77322594,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.93091969 32.773225942),SR-3,Neighborhood
573785659,573785659,RES,RES1-3SNB,417155.806,208577.903,8.120573828,-79.9322069,32.7733051,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.9322069 32.773305104),SR-4,Neighborhood
573785810,573785810,RES,RES1-2SNB,425926.764,212963.382,10.22517557,-79.9328413,32.7745646,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.9328413 32.774564598),SR-5,Neighborhood
573785812,573785812,RES,RES1-3SNB,510021.093,255010.546,10.02104765,-79.93265399,32.77477142,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.93265399 32.77477142),SR-5,Neighborhood
573785849,573785849,RES,RES1-2SNB,313450.715,156725.357,11.45458242,-79.9329071,32.77588197,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.9329071 32.775881966),SR-5,Neighborhood
573785853,573785853,RES,RES1-2SNB,287139.94,143569.97,10.43604852,-79.93315097,32.77605398,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93315097 32.776053979),SR-4,Neighborhood
573785857,573785857,COM,COM4,332299.539,332299.539,11.09115209,-79.93289001,32.77612654,450000000000000.0,1,centroid,COM4,COM4,POINT (-79.93289001 32.776126537),LB,City Centers
573785887,573785887,RES,RES1-3SNB,437543.663,218771.831,5.778019694,-79.93317714,32.77173931,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.93317714 32.77173931),SR-4,Neighborhood
573785889,573785889,RES,RES3A,407714.914,203857.457,7.491478853,-79.93261637,32.77177369,450000000000000.0,1,centroid,RES3A,RES3A,POINT (-79.93261637 32.771773692),SR-4,Neighborhood
573785891,573785891,RES,RES1-3SNB,543828.421,271914.21,5.693618889,-79.93292102,32.77176661,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.93292102 32.771766614),SR-4,Neighborhood
573785901,573785901,RES,RES1-2SWB,677623.75,338811.875,5.634549276,-79.93353142,32.77226628,450000000000000.0,1,centroid,RES1-2SWB,RES1-2SWB,POINT (-79.93353142 32.77226628),SR-3,Neighborhood
573785905,573785905,RES,RES1-3SWB,859344.189,429672.094,6.739153227,-79.93371244,32.77248791,450000000000000.0,1,centroid,RES1-3SWB,RES1-3SWB,POINT (-79.93371244 32.772487911),SR-3,Neighborhood
573785933,573785933,RES,RES1-2SNB,530052.725,265026.362,8.524032362,-79.93359592,32.77340858,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93359592 32.773408579),SR-3,Neighborhood
573785941,573785941,RES,RES1-2SWB,606947.532,303473.766,9.963461113,-79.93379667,32.77362856,450000000000000.0,1,centroid,RES1-2SWB,RES1-2SWB,POINT (-79.93379667 32.773628558),SR-3,Neighborhood
573785954,573785954,RES,RES1-2SNB,294222.339,147111.169,9.632780478,-79.93260306,32.77394477,450000000000000.0,1,centroid,RES1-2SNB,RES1-2SNB,POINT (-79.93260306 32.773944765),SR-5,Neighborhood
573785964,573785964,RES,RES1-3SWB,1262557.4,631278.702,9.442349108,-79.93368834,32.77404383,450000000000000.0,1,centroid,RES1-3SWB,RES1-3SWB,POINT (-79.93368834 32.774043825),SR-3,Neighborhood
573785966,573785966,RES,RES1-3SNB,407165.781,203582.89,8.86354966,-79.93335075,32.77417117,450000000000000.0,1,centroid,RES1-3SNB,RES1-3SNB,POINT (-79.93335075 32.774171168),SR-3,Neighborhood
573818739,573818739,RES,RES1-1SNB,256773.661,128386.83,5.95393045,-79.9258072,32.77611745,450000000000000.0,1,centroid,RES1-1SNB,RES1-1SNB,POINT (-79.9258072 32.776117446),DR-1F,Neighborhood
573818746,573818746,COM,COM4,547179.498,547179.498,10.09468755,-79.92675255,32.77655526,450000000000000.0,1,centroid,COM4,COM4,POINT (-79.92675255 32.776555258),LB,Neighborhood
573827748,573827748,COM,COM4,210487.941,210487.941,12.13528704,-79.92972682,32.77680666,450000000000000.0,1,centroid,COM4,COM4,POINT (-79.92972682 32.776806657),LB,City Centers
